"action","score","file","title","category","bodyLines","bodyChars","steps","avgStepBodyChars","sources","generatedBatch","issues"
"улучшить","60","src/content/errors/linux-cargo-binstall-dns-manjaro-ustranenie-problem-s-setevymi-zaprosami-cargo-binstall-v-manjar.mdx","Устранение проблем с сетевыми запросами cargo-binstall в Manjaro Linux из-за ошибок DNS","Linux","8","1337","6","273","4","no","body has only 8 non-empty lines; body has only 1337 characters"
"улучшить","60","src/content/errors/linux-command-not-found-kak-ispravit-oshibku-command-not-found-v-debian.mdx","Исправление ошибки «command not found» в Fedora Linux","Linux","8","1269","6","271","4","no","body has only 8 non-empty lines; body has only 1269 characters"
"улучшить","60","src/content/errors/linux-command-not-found-kak-ispravit-oshibku-command-not-found-v-manjaro-linux.mdx","Как исправить ошибку «command not found» в Fedora","Linux","8","1261","6","270","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-command-not-found-ubuntu-ispravlenie-oshibki-command-not-found-v-ubuntu.mdx","Как исправить ошибку 'command not found' в Ubuntu","Linux","8","1261","6","261","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-deb-pkg-err-ustranenie-oshibok-ustanovki-i-obnovleniya-paketov-v-debian.mdx","Устранение ошибок установки и обновления пакетов в Debian","Linux","8","1277","6","256","4","no","body has only 8 non-empty lines; body has only 1277 characters"
"улучшить","60","src/content/errors/linux-deb-pkg-error-kak-ispravit-oshibki-pri-rabote-s-paketami-v-debian.mdx","Как исправить ошибки при работе с пакетами в Debian","Linux","8","1265","6","254","4","no","body has only 8 non-empty lines; body has only 1265 characters"
"улучшить","60","src/content/errors/linux-debian-acpi-sata-boot-errors-ispravlenie-oshibok-acpi-i-sata-pri-zagruzke-debian-13.mdx","Исправление ошибок ACPI и SATA при загрузке Debian 13","Linux","8","1269","6","303","4","no","body has only 8 non-empty lines; body has only 1269 characters"
"улучшить","60","src/content/errors/linux-debian-boot-error-fix-ispravlenie-oshibki-zagruzki-debian-posle-zameny-diska-ili-sboya-uef.mdx","Исправление ошибки загрузки Debian после замены диска или сбоя UEFI","Linux","8","1297","6","290","4","no","body has only 8 non-empty lines; body has only 1297 characters"
"улучшить","60","src/content/errors/linux-debian-build-packaging-error-001-ustranenie-tipichnyh-oshibok-pri-sborke-i-ustanovke-progr.mdx","Устранение типичных ошибок при сборке и установке программ на Debian (проблемы сборки и Homebrew-подобных систем)","Linux","8","1389","6","274","4","no","body has only 8 non-empty lines; body has only 1389 characters"
"улучшить","60","src/content/errors/linux-debian-systemd-issue-reshenie-problem-s-systemd-v-debian.mdx","Решение проблем с systemd в Debian","Linux","8","1231","6","264","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/linux-dnf-package-error-ustranenie-problem-s-paketami-v-fedora-linux.mdx","Устранение проблем с установкой и обновлением пакетов в Fedora","Linux","8","1287","6","260","4","no","body has only 8 non-empty lines; body has only 1287 characters"
"улучшить","60","src/content/errors/linux-failed-start-gdm-service-ispravlyaem-oshibku-failed-to-start-gdm-service-pri-zagruzke-ubun.mdx","Исправляем ошибку «Failed to start gdm.service» при загрузке Ubuntu","Linux","8","1297","6","270","4","no","body has only 8 non-empty lines; body has only 1297 characters"
"улучшить","60","src/content/errors/linux-fedora-boot-error-kak-ispravit-oshibku-zagruzki-fedora.mdx","Как исправить ошибку загрузки Fedora","Linux","8","1235","6","260","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/linux-fedora-boot-failure-after-update-chto-delat-esli-fedora-linux-ne-zagruzhaetsya-posle-obnov.mdx","Что делать, если Fedora Linux не загружается после обновления","Linux","8","1285","6","256","4","no","body has only 8 non-empty lines; body has only 1285 characters"
"улучшить","60","src/content/errors/linux-fedora-boot-failure-kak-ispravit-oshibki-zagruzki-v-fedora-linux.mdx","Как исправить ошибки загрузки в Fedora Linux","Linux","8","1251","6","260","4","no","body has only 8 non-empty lines; body has only 1251 characters"
"улучшить","60","src/content/errors/linux-fedora-boot-failure-post-update-chto-delat-esli-fedora-linux-ne-zapuskaetsya-posle-obnovle.mdx","Что делать, если Fedora Linux не запускается после обновления","Linux","8","1285","6","260","4","no","body has only 8 non-empty lines; body has only 1285 characters"
"улучшить","60","src/content/errors/linux-fedora-failed-to-start-service-ustranenie-oshibki-fedora-ne-mozhet-zapustit-sluzhbu.mdx","Устранение ошибки: Fedora не может запустить службу","Linux","8","1231","6","253","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/linux-fedora-gui-wayland-issues-ustranenie-nepoladok-s-graficheskim-interfeisom-v-fedora.mdx","Устранение неполадок с графическим интерфейсом в Fedora","Linux","8","1273","6","263","4","no","body has only 8 non-empty lines; body has only 1273 characters"
"улучшить","60","src/content/errors/linux-fedora-kernel-crash-ustranenie-oshibok-yadra-kernel-error-v-fedora-linux.mdx","Устранение ошибок ядра (Kernel Error) в Fedora Linux","Linux","8","1267","6","258","4","no","body has only 8 non-empty lines; body has only 1267 characters"
"улучшить","60","src/content/errors/linux-fedora-kernel-error-ustranenie-problem-s-yadrom-v-fedora-linux.mdx","Устранение проблем с ядром в Fedora Linux","Linux","8","1245","6","257","4","no","body has only 8 non-empty lines; body has only 1245 characters"
"улучшить","60","src/content/errors/linux-fedora-package-error-ustranenie-problem-s-paketami-v-fedora.mdx","Устранение проблем с пакетами в Fedora","Linux","8","1239","6","252","4","no","body has only 8 non-empty lines; body has only 1239 characters"
"улучшить","60","src/content/errors/linux-fedora-package-manager-error-ustranenie-oshibok-raboty-s-repozitoriyami-v-fedora.mdx","Устранение ошибок работы с репозиториями в Fedora","Linux","8","1261","6","257","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-fedora-selinux-app-damaged-ispravlenie-oshibki-povrezhdennogo-prilozheniya-na-fedora-svyaz.mdx","Исправление ошибки 'поврежденного' приложения на Fedora, связанной с SELinux (MAC)","Linux","8","1327","6","272","4","no","body has only 8 non-empty lines; body has only 1327 characters"
"улучшить","60","src/content/errors/linux-fedora-wayland-issue-ustranenie-problem-s-graficheskim-serverom-wayland-v-fedora.mdx","Устранение проблем с графическим сервером Wayland в Fedora","Linux","8","1279","6","260","4","no","body has only 8 non-empty lines; body has only 1279 characters"
"улучшить","60","src/content/errors/linux-fedora-wayland-issues-ustranenie-problem-s-graficheskim-interfeisom-v-fedora-wayland.mdx","Устранение проблем с графическим интерфейсом в Fedora (Wayland)","Linux","8","1289","6","260","4","no","body has only 8 non-empty lines; body has only 1289 characters"
"улучшить","60","src/content/errors/linux-kak-ispravit-oshibki-ili-izmenit-nastroiki-paketov-v-debian-s-pomoschyu-debconf.mdx","Как исправить ошибки или изменить настройки пакетов в Debian с помощью Debconf","Linux","8","1319","6","273","4","no","body has only 8 non-empty lines; body has only 1319 characters"
"улучшить","60","src/content/errors/linux-kernel-panic-arch-linux-ustranenie-kriticheskih-oshibok-yadra-v-arch-linux.mdx","Устранение критических ошибок ядра в Arch Linux","Linux","8","1257","6","251","4","no","body has only 8 non-empty lines; body has only 1257 characters"
"улучшить","60","src/content/errors/linux-kernel-panic-debian-ustranenie-oshibok-yadra-kernel-v-debian-i-proizvodnyh-distributivah.mdx","Устранение ошибок ядра (Kernel) в Debian и производных дистрибутивах","Linux","8","1299","6","261","4","no","body has only 8 non-empty lines; body has only 1299 characters"
"улучшить","60","src/content/errors/linux-kernel-panic-fedora-kak-ustranit-oshibki-yadra-linux-v-fedora.mdx","Устранение ошибок ядра в Fedora Linux","Linux","8","1237","6","252","4","no","body has only 8 non-empty lines; body has only 1237 characters"
"улучшить","60","src/content/errors/linux-kernel-panic-not-syncing-vfs-unable-to-mount-root-fs-on-unknown-block-0-0-kak-ispravit-osh.mdx","Исправление ошибки Kernel Panic при загрузке Ubuntu после обновления ядра","Linux","8","1309","6","278","4","no","body has only 8 non-empty lines; body has only 1309 characters"
"улучшить","60","src/content/errors/linux-linux-boot-failure-ustranenie-problem-s-zagruzkoi-debian-i-linux-sistem.mdx","Устранение проблем с загрузкой Debian и Linux-систем","Linux","8","1267","6","256","4","no","body has only 8 non-empty lines; body has only 1267 characters"
"улучшить","60","src/content/errors/linux-linux-kernel-drm-error-kak-ustranit-oshibki-yadra-i-graficheskogo-podsistemy-drm-v-ubuntu.mdx","Как устранить ошибки ядра и графического подсистемы (DRM) в Ubuntu","Linux","8","1295","6","257","4","no","body has only 8 non-empty lines; body has only 1295 characters"
"улучшить","60","src/content/errors/linux-mac-app-damaged-fix-debian-ispravlenie-oshibki-mac-app-damaged-v-debian.mdx","Исправление ошибки ""mac app damaged"" в Debian","Linux","8","1253","6","271","4","no","body has only 8 non-empty lines; body has only 1253 characters"
"улучшить","60","src/content/errors/linux-manjaro-boot-env-error-ustranenie-problem-s-zagruzkoi-i-okruzheniem-v-manjaro-linux.mdx","Исправление ошибки запуска Manjaro: проблемы с загрузкой и окружением","Linux","8","1266","6","274","4","no","body has only 8 non-empty lines; body has only 1266 characters"
"улучшить","60","src/content/errors/linux-manjaro-service-network-fail-ustranenie-problem-s-zapuskom-sluzhb-i-setevymi-oshibkami-v-m.mdx","Устранение проблем с запуском служб и сетевыми ошибками в Manjaro Linux","Linux","8","1305","6","264","4","no","body has only 8 non-empty lines; body has only 1305 characters"
"улучшить","60","src/content/errors/linux-manjaro-service-start-failure-kak-ispravit-problemu-s-zapuskom-sluzhb-v-manjaro-linux.mdx","Как исправить проблему с запуском служб в Manjaro Linux","Linux","8","1273","6","257","4","no","body has only 8 non-empty lines; body has only 1273 characters"
"улучшить","60","src/content/errors/linux-missing-required-command-ustranenie-oshibki-missing-required-command-pri-ustanovke-po-v-li.mdx","Устранение ошибки «Missing required command» при установке ПО в Linux и macOS","Linux","8","1317","6","276","4","no","body has only 8 non-empty lines; body has only 1317 characters"
"улучшить","60","src/content/errors/linux-permission-denied-kak-ispravit-oshibku-permission-denied-v-debian.mdx","Как исправить ошибку «Permission denied» в Debian","Linux","8","1261","6","275","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-permission-denied-ubuntu-ispravlenie-oshibki-permission-denied-v-ubuntu.mdx","Исправление ошибки «Permission denied» в Ubuntu","Linux","8","1257","6","275","4","no","body has only 8 non-empty lines; body has only 1257 characters"
"улучшить","60","src/content/errors/linux-service-fail-to-start-on-boot-ispravlenie-zapuska-servisov-v-debian-pri-zagruzke-sistemy.mdx","Исправление запуска сервисов в Debian при загрузке системы","Linux","8","1279","6","279","4","no","body has only 8 non-empty lines; body has only 1279 characters"
"улучшить","60","src/content/errors/linux-service-start-failure-ustranenie-oshibok-zapuska-sluzhb-v-arch-linux.mdx","Устранение ошибок запуска служб в Arch Linux","Linux","8","1251","6","256","4","no","body has only 8 non-empty lines; body has only 1251 characters"
"улучшить","60","src/content/errors/linux-service-start-failure-ustranenie-oshibok-zapuska-sluzhb-v-debian.mdx","Устранение ошибок запуска служб в Debian","Linux","8","1243","6","257","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/linux-service-start-failure-ustranenie-oshibok-zapuska-sluzhb-v-ubuntu.mdx","Устранение ошибок запуска служб в Ubuntu","Linux","8","1243","6","258","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/linux-system-program-error-kak-ispravit-oshibku-obnaruzhena-oshibka-v-sistemnoi-programme-v-ubun.mdx","Как исправить ошибку «Обнаружена ошибка в системной программе» в Ubuntu","Linux","8","1305","6","270","4","no","body has only 8 non-empty lines; body has only 1305 characters"
"улучшить","60","src/content/errors/linux-systemd-service-fail-ustranenie-oshibki-zapuska-sistemnyh-sluzhb-v-arch-linux.mdx","Устранение ошибки запуска служб в Arch Linux","Linux","8","1251","6","258","4","no","body has only 8 non-empty lines; body has only 1251 characters"
"улучшить","60","src/content/errors/linux-ubuntu-boot-error-fix-ispravlenie-oshibok-zagruzki-ubuntu.mdx","Исправление ошибок загрузки Ubuntu","Linux","8","1231","6","257","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/linux-ubuntu-boot-error-kak-ispravit-oshibku-zagruzki-ubuntu.mdx","Как исправить ошибку загрузки Ubuntu","Linux","8","1235","6","400","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/linux-ubuntu-boot-failure-after-update-ubuntu-ne-zagruzhaetsya-posle-obnovleniya-ustranyaem-prob.mdx","Ubuntu не загружается после обновления: устраняем проблему","Linux","8","1259","6","268","4","no","body has only 8 non-empty lines; body has only 1259 characters"
"улучшить","60","src/content/errors/linux-ubuntu-brew-build-error-ispravlenie-oshibki-sborki-v-ubuntu-pri-ispolzovanii-homebrew.mdx","Исправление ошибки сборки в Ubuntu при использовании Homebrew","Linux","8","1285","6","422","4","no","body has only 8 non-empty lines; body has only 1285 characters"
"улучшить","60","src/content/errors/linux-ubuntu-command-not-found-kak-ispravit-oshibku-command-not-found-v-ubuntu.mdx","Как исправить ошибку ""command not found"" в Ubuntu","Linux","8","1261","6","684","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-ubuntu-kernel-error-ustranenie-oshibok-yadra-linux-rukovodstvo-po-ustraneniyu-nepoladok.mdx","Устранение ошибок ядра Linux: руководство по устранению неполадок","Linux","8","1256","6","252","4","no","body has only 8 non-empty lines; body has only 1256 characters"
"улучшить","60","src/content/errors/linux-ubuntu-package-error-fix-kak-ispravit-oshibki-zavisimostei-i-povrezhdennoi-sistemy-paketov.mdx","Как исправить ошибки зависимостей и поврежденной системы пакетов в Ubuntu","Linux","8","1309","6","270","4","no","body has only 8 non-empty lines; body has only 1309 characters"
"улучшить","60","src/content/errors/linux-ubuntu-permission-denied-kak-ispravit-oshibku-permission-denied-v-ubuntu.mdx","Как исправить ошибку 'Permission denied' в Ubuntu","Linux","8","1261","6","275","4","no","body has only 8 non-empty lines; body has only 1261 characters"
"улучшить","60","src/content/errors/linux-ubuntu-update-failure-ustranenie-problem-s-ubuntu-posle-obnovleniya.mdx","Что делать, если Ubuntu перестала работать после обновления","Linux","8","1281","6","266","4","no","body has only 8 non-empty lines; body has only 1281 characters"
"улучшить","60","src/content/errors/linux-ubuntubooterrorfix-kak-ispravit-oshibki-zagruzki-ubuntu.mdx","Как исправить ошибки загрузки Ubuntu","Linux","8","1235","6","268","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/linux-ubuntukernelcrash-ustranenie-oshibok-yadra-v-ubuntu-otchetnost-i-obnovlenie-sistemy.mdx","Устранение ошибок ядра в Ubuntu: отчетность и обновление системы","Linux","8","1258","6","287","4","no","body has only 8 non-empty lines; body has only 1258 characters"
"улучшить","60","src/content/errors/linux-ubuntutroubleshootingguide-kak-ispravit-oshibki-v-ubuntu-poshagovoe-rukovodstvo-po-diagnos.mdx","Как исправить ошибки в Ubuntu: пошаговое руководство по диагностике и устранению","Linux","8","1272","6","737","4","no","body has only 8 non-empty lines; body has only 1272 characters"
"улучшить","60","src/content/errors/linux-unmet-dependencies-kak-ispravit-oshibki-zavisimostei-v-debian-i-ubuntu.mdx","Как исправить ошибки зависимостей в Debian и Ubuntu","Linux","8","1265","6","268","4","no","body has only 8 non-empty lines; body has only 1265 characters"
"улучшить","60","src/content/errors/linux-zerobrew-arm64-x86-64-bottles-error-ispravlenie-oshibki-zerobrew-nepravilnaya-zagruzka-pak.mdx","Исправление ошибки Zerobrew: Неправильная загрузка пакетов для ARM64 на Linux","Linux","8","1267","6","263","4","no","body has only 8 non-empty lines; body has only 1267 characters"
"улучшить","60","src/content/errors/mac-app-store-ne-otkryvaetsya-prilozhenie.mdx","Mac App Store: не открывается приложение — как исправить","macOS","8","1267","6","263","4","no","body has only 8 non-empty lines; body has only 1267 characters"
"улучшить","60","src/content/errors/macos-finder-config-error.mdx","Finder: ошибка конфигурации","macOS","8","1231","6","281","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/macos-finder-crashes-after-update.mdx","Finder: вылетает после обновления","macOS","8","1237","6","279","4","no","body has only 8 non-empty lines; body has only 1237 characters"
"улучшить","60","src/content/errors/macos-finder-high-cpu.mdx","Finder: нагружает процессор","macOS","8","1231","6","284","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/macos-finder-kernel-error-macos-kernel-panic-kak-ozhivit-finder-na-mac-esli-on-vyletaet-s-oshibk.mdx","Как оживить Finder на Mac, если он вылетает с ошибкой ядра (Kernel Error)","macOS","8","1344","6","376","4","no","body has only 8 non-empty lines; body has only 1344 characters"
"улучшить","60","src/content/errors/macos-finder-ne-otkryvaetsya-prilozhenie.mdx","macOS Finder: не открывается приложение — как исправить","macOS","8","1265","6","263","4","no","body has only 8 non-empty lines; body has only 1265 characters"
"улучшить","60","src/content/errors/macos-finder-ne-rabotaet-poisk.mdx","macOS Finder: не работает поиск — как исправить","macOS","8","1257","6","263","4","no","body has only 8 non-empty lines; body has only 1257 characters"
"улучшить","60","src/content/errors/macos-finder-ne-sozdaetsya-rezervnaya-kopiya.mdx","macOS Finder: не создается резервная копия — как исправить","macOS","8","1268","6","263","4","no","body has only 8 non-empty lines; body has only 1268 characters"
"улучшить","60","src/content/errors/macos-finder-network-timeout.mdx","Finder: ошибка подключения или тайм-аут","macOS","8","1243","6","266","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/macos-finder-oshibka-obnovleniya.mdx","macOS Finder: ошибка обновления — как исправить","macOS","8","1257","6","263","4","no","body has only 8 non-empty lines; body has only 1257 characters"
"улучшить","60","src/content/errors/macos-finder-permission-denied.mdx","Finder: отказано в доступе","macOS","8","1230","6","278","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/macos-finder-sync-failed.mdx","Finder: не синхронизируется","macOS","8","1231","6","271","4","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/macos-finder-update-failed.mdx","Finder: ошибка обновления","macOS","8","1229","6","274","4","no","body has only 8 non-empty lines; body has only 1229 characters"
"улучшить","60","src/content/errors/macos-finder-wont-start.mdx","Finder: не запускается","macOS","8","1226","6","270","4","no","body has only 8 non-empty lines; body has only 1226 characters"
"улучшить","60","src/content/errors/macos-spotlight-crashes-after-update.mdx","Spotlight: вылетает после обновления","macOS","8","1243","6","279","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/macos-spotlight-high-cpu.mdx","Spotlight: нагружает процессор","macOS","8","1237","6","284","4","no","body has only 8 non-empty lines; body has only 1237 characters"
"улучшить","60","src/content/errors/macos-spotlight-network-timeout.mdx","Spotlight: ошибка подключения или тайм-аут","macOS","8","1249","6","267","4","no","body has only 8 non-empty lines; body has only 1249 characters"
"улучшить","60","src/content/errors/macos-spotlight-permission-denied.mdx","Spotlight: отказано в доступе","macOS","8","1236","6","278","4","no","body has only 8 non-empty lines; body has only 1236 characters"
"улучшить","60","src/content/errors/macos-spotlight-sync-failed.mdx","Spotlight: не синхронизируется","macOS","8","1237","6","271","4","no","body has only 8 non-empty lines; body has only 1237 characters"
"улучшить","60","src/content/errors/macos-spotlight-update-failed.mdx","Spotlight: ошибка обновления","macOS","8","1235","6","274","4","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/macos-spotlight-wont-start.mdx","Spotlight: не запускается","macOS","8","1232","6","270","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/macos-time-machine-config-error.mdx","Time Machine: ошибка конфигурации","macOS","8","1243","6","282","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/macos-time-machine-crashes-after-update.mdx","Time Machine: вылетает после обновления","macOS","8","1249","6","280","4","no","body has only 8 non-empty lines; body has only 1249 characters"
"улучшить","60","src/content/errors/macos-time-machine-high-cpu.mdx","Time Machine: нагружает процессор","macOS","8","1243","6","285","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/macos-time-machine-network-timeout.mdx","Time Machine: ошибка подключения или тайм-аут","macOS","8","1255","6","267","4","no","body has only 8 non-empty lines; body has only 1255 characters"
"улучшить","60","src/content/errors/macos-time-machine-permission-denied.mdx","Time Machine: отказано в доступе","macOS","8","1242","6","279","4","no","body has only 8 non-empty lines; body has only 1242 characters"
"улучшить","60","src/content/errors/macos-time-machine-sync-failed.mdx","Time Machine: не синхронизируется","macOS","8","1243","6","272","4","no","body has only 8 non-empty lines; body has only 1243 characters"
"улучшить","60","src/content/errors/macos-time-machine-update-failed.mdx","Time Machine: ошибка обновления","macOS","8","1241","6","275","4","no","body has only 8 non-empty lines; body has only 1241 characters"
"улучшить","60","src/content/errors/macos-time-machine-wont-start.mdx","Time Machine: не запускается","macOS","8","1238","6","271","4","no","body has only 8 non-empty lines; body has only 1238 characters"
"улучшить","60","src/content/errors/makita-drill-greetsya-pri-rabote.mdx","Makita drill: греется при работе — как исправить","Электроинструмент","8","1287","6","207","4","no","body has only 8 non-empty lines; body has only 1287 characters"
"улучшить","60","src/content/errors/makita-drill-iskrit-dvigatel.mdx","Makita drill: искрит двигатель — как исправить","Электроинструмент","8","1285","6","207","4","no","body has only 8 non-empty lines; body has only 1285 characters"
"улучшить","60","src/content/errors/makita-drill-ne-vklyuchaetsya.mdx","Makita drill: не включается — как исправить","Электроинструмент","8","1282","6","207","4","no","body has only 8 non-empty lines; body has only 1282 characters"
"улучшить","60","src/content/errors/makita-drill-ne-zaryazhaetsya-akkumulyator.mdx","Makita drill: не заряжается аккумулятор — как исправить","Электроинструмент","8","1294","6","207","4","no","body has only 8 non-empty lines; body has only 1294 characters"
"улучшить","60","src/content/errors/makita-drill-teryaet-oboroty.mdx","Makita drill: теряет обороты — как исправить","Электроинструмент","8","1283","6","207","4","no","body has only 8 non-empty lines; body has only 1283 characters"
"улучшить","60","src/content/errors/makita-drill-zaedaet-patron.mdx","Makita drill: заедает патрон — как исправить","Электроинструмент","8","1283","6","207","4","no","body has only 8 non-empty lines; body has only 1283 characters"
"улучшить","60","src/content/errors/microwaves-ovens-lg-microwave-does-not-heat.mdx","LG microwave: не греет","Микроволновки и духовки","8","1263","6","205","4","no","body has only 8 non-empty lines; body has only 1263 characters"
"улучшить","60","src/content/errors/microwaves-ovens-lg-microwave-error-code.mdx","LG microwave: показывает код ошибки","Микроволновки и духовки","8","1289","6","209","4","no","body has only 8 non-empty lines; body has only 1289 characters"
"улучшить","60","src/content/errors/microwaves-ovens-lg-microwave-makes-noise.mdx","LG microwave: шумит или вибрирует","Микроволновки и духовки","8","1271","6","204","4","no","body has only 8 non-empty lines; body has only 1271 characters"
"улучшить","60","src/content/errors/microwaves-ovens-lg-microwave-stops-mid-cycle.mdx","LG microwave: останавливается во время работы","Микроволновки и духовки","8","1309","6","213","4","no","body has only 8 non-empty lines; body has only 1309 characters"
"улучшить","60","src/content/errors/microwaves-ovens-lg-microwave-wont-turn-on.mdx","LG microwave: не включается","Микроволновки и духовки","8","1273","6","207","4","no","body has only 8 non-empty lines; body has only 1273 characters"
"улучшить","60","src/content/errors/microwaves-ovens-samsung-microwave-does-not-heat.mdx","Samsung microwave: не греет","Микроволновки и духовки","8","1268","6","206","4","no","body has only 8 non-empty lines; body has only 1268 characters"
"улучшить","60","src/content/errors/microwaves-ovens-samsung-microwave-error-code.mdx","Samsung microwave: показывает код ошибки","Микроволновки и духовки","8","1294","6","210","4","no","body has only 8 non-empty lines; body has only 1294 characters"
"улучшить","60","src/content/errors/microwaves-ovens-samsung-microwave-makes-noise.mdx","Samsung microwave: шумит или вибрирует","Микроволновки и духовки","8","1276","6","205","4","no","body has only 8 non-empty lines; body has only 1276 characters"
"улучшить","60","src/content/errors/microwaves-ovens-samsung-microwave-stops-mid-cycle.mdx","Samsung microwave: останавливается во время работы","Микроволновки и духовки","8","1314","6","214","4","no","body has only 8 non-empty lines; body has only 1314 characters"
"улучшить","60","src/content/errors/microwaves-ovens-samsung-microwave-wont-turn-on.mdx","Samsung microwave: не включается","Микроволновки и духовки","8","1278","6","208","4","no","body has only 8 non-empty lines; body has only 1278 characters"
"улучшить","60","src/content/errors/minecraft-not-launching-fix.mdx","Minecraft не запускается: исправление ошибок Java Edition","Игры","8","1232","6","256","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-config-error.mdx","Android Play Store: ошибка конфигурации","Мобильные устройства","8","1236","6","282","3","no","body has only 8 non-empty lines; body has only 1236 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-crashes-after-update.mdx","Android Play Store: вылетает после обновления","Мобильные устройства","8","1242","6","280","3","no","body has only 8 non-empty lines; body has only 1242 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-high-cpu.mdx","Android Play Store: нагружает процессор","Мобильные устройства","8","1236","6","285","3","no","body has only 8 non-empty lines; body has only 1236 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-network-timeout.mdx","Android Play Store: ошибка подключения или тайм-аут","Мобильные устройства","8","1248","6","268","3","no","body has only 8 non-empty lines; body has only 1248 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-permission-denied.mdx","Android Play Store: отказано в доступе","Мобильные устройства","8","1235","6","279","3","no","body has only 8 non-empty lines; body has only 1235 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-sync-failed.mdx","Android Play Store: не синхронизируется","Мобильные устройства","8","1236","6","272","3","no","body has only 8 non-empty lines; body has only 1236 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-update-failed.mdx","Android Play Store: ошибка обновления","Мобильные устройства","8","1234","6","275","3","no","body has only 8 non-empty lines; body has only 1234 characters"
"улучшить","60","src/content/errors/mobile-android-play-store-wont-start.mdx","Android Play Store: не запускается","Мобильные устройства","8","1231","6","271","3","no","body has only 8 non-empty lines; body has only 1231 characters"
"улучшить","60","src/content/errors/mobile-android-usb-006.mdx","Android: не подключается USB — как исправить","Мобильные устройства","8","1230","7","275","4","no","body has only 8 non-empty lines; body has only 1230 characters"
"улучшить","60","src/content/errors/mobile-iphone-backup-crashes-after-update.mdx","iPhone Backup: вылетает после обновления","Мобильные устройства","8","1232","6","279","3","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/mobile-iphone-backup-permission-denied.mdx","iPhone Backup: отказано в доступе","Мобильные устройства","8","1225","6","278","3","no","body has only 8 non-empty lines; body has only 1225 characters"
"улучшить","60","src/content/errors/mobile-iphone-backup-wont-start.mdx","iPhone Backup: не запускается","Мобильные устройства","8","1221","6","270","3","no","body has only 8 non-empty lines; body has only 1221 characters"
"улучшить","60","src/content/errors/mobile-iphone-usb-014.mdx","iPhone: не подключается USB — как исправить","Мобильные устройства","8","1228","7","275","4","no","body has only 8 non-empty lines; body has only 1228 characters"
"улучшить","60","src/content/errors/mysql-connection-refused.mdx","MySQL Connection refused: как исправить ошибку подключения к базе данных","Базы данных","8","1284","6","256","4","no","body has only 8 non-empty lines; body has only 1284 characters"
"улучшить","60","src/content/errors/mysql-medlennyy-zapros.mdx","MySQL: медленный запрос — как исправить","Базы данных","8","1232","6","258","4","no","body has only 8 non-empty lines; body has only 1232 characters"
"улучшить","60","src/content/errors/mysql-ne-prohodit-migratsiya.mdx","MySQL: не проходит миграция — как исправить","Базы данных","8","1236","6","258","4","no","body has only 8 non-empty lines; body has only 1236 characters"
"улучшить","60","src/content/errors/mysql-ne-zapuskaetsya-posle-obnovleniya.mdx","MySQL: не запускается после обновления — как исправить","Базы данных","8","1247","6","258","4","no","body has only 8 non-empty lines; body has only 1247 characters"
